interseccion,via_a,via_b,latitud,longitud
"Calle 42 Norte | Carrera 1","Calle 42 Norte","Carrera 1","3.4690469","-76.5113229"
"Calle 42 Norte | Carrera 2 Norte","Calle 42 Norte","Carrera 2 Norte","3.4693353","-76.5116701"
"Calle 42 Norte | Carrera 3 Norte","Calle 42 Norte","Carrera 3 Norte","3.4697042","-76.5122707"
"Calle 42 Norte | Carrera 3A Norte","Calle 42 Norte","Carrera 3A Norte","3.4693341","-76.5120307"
"Calle 42 Norte | Carrera 4 Norte","Calle 42 Norte","Carrera 4 Norte","3.4701598","-76.5125883"
"Calle 42 Norte | Carrera 5 Norte","Calle 42 Norte","Carrera 5 Norte","3.4708583","-76.5131771"
"Calle 42 Norte | Carrera 6 Norte","Calle 42 Norte","Carrera 6 Norte","3.4715779","-76.5137521"
"Calle 42 Norte | Carrera 7 Norte","Calle 42 Norte","Carrera 7 Norte","3.4721538","-76.5141849"
"Calle 42 Norte | Carrera 8 Norte","Calle 42 Norte","Carrera 8 Norte","3.4724648","-76.5144656"
"Calle 42A | Calle 72L","Calle 42A","Calle 72L","3.4206389","-76.4988187"
"Calle 42A | Carrera 1","Calle 42A","Carrera 1","3.4693226","-76.5107714"
"Calle 42A | Carrera 1D 1","Calle 42A","Carrera 1D 1","3.4683474","-76.5099919"
"Calle 42A | Carrera 24B","Calle 42A","Carrera 24B","3.4381554","-76.502248"
"Calle 42A | Carrera 24C","Calle 42A","Carrera 24C","3.4377826","-76.5023032"
"Calle 42A | Carrera 24D","Calle 42A","Carrera 24D","3.4373485","-76.5021613"
"Calle 42A | Carrera 25","Calle 42A","Carrera 25","3.4368565","-76.5019967"
"Calle 42A | Carrera 25A","Calle 42A","Carrera 25A","3.4363244","-76.5018303"
"Calle 42A | Carrera 25B","Calle 42A","Carrera 25B","3.4359002","-76.5016974"
"Calle 42A | Carrera 25C","Calle 42A","Carrera 25C","3.435667","-76.5014189"
"Calle 42A | Carrera 25D","Calle 42A","Carrera 25D","3.435498","-76.5011091"
"Calle 42A | Carrera 29A","Calle 42A","Carrera 29A","3.4203933","-76.4990742"
"Calle 42A | Carrera 29B","Calle 42A","Carrera 29B","3.420187","-76.4992754"
"Calle 42A | Carrera 29C","Calle 42A","Carrera 29C","3.4199588","-76.4995179"
"Calle 42A | Carrera 29D","Calle 42A","Carrera 29D","3.4197312","-76.4997492"
"Calle 42A | Carrera 30","Calle 42A","Carrera 30","3.419524","-76.4999624"
"Calle 42A | Carrera 30A","Calle 42A","Carrera 30A","3.4193034","-76.5001846"
"Calle 42A | Carrera 31","Calle 42A","Carrera 31","3.4190869","-76.500419"
"Calle 42A | Carrera 36","Calle 42A","Carrera 36","3.4158704","-76.5033955"
"Calle 42A | Carrera 39","Calle 42A","Carrera 39","3.4153094","-76.5042154"
"Calle 42A | Carrera 39B","Calle 42A","Carrera 39B","3.4146248","-76.5049378"
"Calle 42A | Carrera 39C","Calle 42A","Carrera 39C","3.4139022","-76.505692"
"Calle 42A | Carrera 39E","Calle 42A","Carrera 39E","3.4136097","-76.505973"
"Calle 42A | Carrera 41","Calle 42A","Carrera 41","3.4127062","-76.5069363"
"Calle 42A | Carrera 41B","Calle 42A","Carrera 41B","3.4120388","-76.5076287"
"Calle 42A | Carrera 42C","Calle 42A","Carrera 42C","3.4081876","-76.5116197"
"Calle 42A | Carrera 43","Calle 42A","Carrera 43","3.4075574","-76.5122719"
"Calle 42A | Carrera 43B","Calle 42A","Carrera 43B","3.4069345","-76.5129428"
"Calle 42A | Carrera 44A","Calle 42A","Carrera 44A","3.4063022","-76.5135961"
"Calle 42A | Carrera 46","Calle 42A","Carrera 46","3.4056498","-76.5142888"
"Calle 42A | Carrera 47","Calle 42A","Carrera 47","3.4042706","-76.515702"
"Calle 42A | Carrera 47B","Calle 42A","Carrera 47B","3.4036446","-76.5163541"
"Calle 42A | Carrera 48","Calle 42A","Carrera 48","3.4030092","-76.5170159"
"Calle 42A | Carrera 50","Calle 42A","Carrera 50","3.3965092","-76.5161821"
"Calle 42A | Carrera 59","Calle 42A","Carrera 59","3.3957895","-76.5169343"
"Calle 42A | Carrera 67","Calle 42A","Carrera 67","3.3952968","-76.5174848"
"Calle 42A | Carrera 69","Calle 42A","Carrera 69","3.3940626","-76.5187974"
"Calle 42A | Carrera 69B","Calle 42A","Carrera 69B","3.3935901","-76.5189439"
"Calle 42A | Carrera 70","Calle 42A","Carrera 70","3.3923097","-76.5190964"
"Calle 42A | Carrera 70A","Calle 42A","Carrera 70A","3.3919438","-76.5191474"
"Calle 42A | Carrera 73","Calle 42A","Carrera 73","3.3907494","-76.5192774"
"Calle 42A Norte | Carrera 2 Norte","Calle 42A Norte","Carrera 2 Norte","3.4696568","-76.5114138"
"Calle 42A Norte | Carrera 3 Norte","Calle 42A Norte","Carrera 3 Norte","3.4700269","-76.5118111"
"Calle 42A Norte | Carrera 4 Norte","Calle 42A Norte","Carrera 4 Norte","3.470446","-76.5121965"
"Calle 42A Norte | Carrera 5 Norte","Calle 42A Norte","Carrera 5 Norte","3.4711626","-76.5128218"
"Calle 42A Norte | Carrera 6 Norte","Calle 42A Norte","Carrera 6 Norte","3.4718806","-76.513398"
"Calle 42A Norte | Carrera 7 Norte","Calle 42A Norte","Carrera 7 Norte","3.4723977","-76.5138755"
"Calle 42A Norte | Carrera 8 Norte","Calle 42A Norte","Carrera 8 Norte","3.4728842","-76.5142189"
"Calle 42B | Carrera 27","Calle 42B","Carrera 27","3.4335458","-76.5027689"
"Calle 42B | Carrera 27A","Calle 42B","Carrera 27A","3.4331971","-76.5031441"
"Calle 42C | Carrera 27","Calle 42C","Carrera 27","3.4332798","-76.502242"
"Calle 42C | Carrera 28","Calle 42C","Carrera 28","3.4326047","-76.5029196"
"Calle 42C | Carrera 28A","Calle 42C","Carrera 28A","3.4322353","-76.5032907"
"Calle 42C | Carrera 28B","Calle 42C","Carrera 28B","3.4318368","-76.5036944"
"Calle 42C | Carrera 28C","Calle 42C","Carrera 28C","3.4314385","-76.5040822"
"Calle 43 | Calle 44","Calle 43","Calle 44","3.3610075","-76.5177766"
"Calle 43 | Carrera 108","Calle 43","Carrera 108","3.3596949","-76.5193476"
"Calle 43 | Carrera 109","Calle 43","Carrera 109","3.358705","-76.5192282"
"Calle 43 | Carrera 111","Calle 43","Carrera 111","3.3570348","-76.519359"
"Calle 43 | Carrera 112","Calle 43","Carrera 112","3.3561445","-76.5193684"
"Calle 43 | Carrera 113","Calle 43","Carrera 113","3.3551691","-76.5194288"
"Calle 43 | Carrera 115","Calle 43","Carrera 115","3.3543365","-76.5194804"
"Calle 43 | Carrera 11C","Calle 43","Carrera 11C","3.4498901","-76.5050039"
"Calle 43 | Carrera 11D","Calle 43","Carrera 11D","3.4494918","-76.5048991"
"Calle 43 | Carrera 12C","Calle 43","Carrera 12C","3.4468109","-76.5042582"
"Calle 43 | Carrera 13","Calle 43","Carrera 13","3.4461841","-76.5040829"
"Calle 43 | Carrera 14","Calle 43","Carrera 14","3.4455545","-76.5042056"
"Calle 43 | Carrera 15","Calle 43","Carrera 15","3.4445713","-76.5042292"
"Calle 43 | Carrera 16","Calle 43","Carrera 16","3.443491","-76.5040427"
"Calle 43 | Carrera 17B","Calle 43","Carrera 17B","3.4429955","-76.5039068"
"Calle 43 | Carrera 17C","Calle 43","Carrera 17C","3.4425148","-76.5037408"
"Calle 43 | Carrera 18","Calle 43","Carrera 18","3.4420048","-76.503565"
"Calle 43 | Carrera 19","Calle 43","Carrera 19","3.4414688","-76.5033802"
"Calle 43 | Carrera 20","Calle 43","Carrera 20","3.4409462","-76.5032002"
"Calle 43 | Carrera 22","Calle 43","Carrera 22","3.440457","-76.5030315"
"Calle 43 | Carrera 23","Calle 43","Carrera 23","3.4399247","-76.502848"
"Calle 43 | Carrera 24","Calle 43","Carrera 24","3.4391412","-76.5022086"
"Calle 43 | Carrera 24A","Calle 43","Carrera 24A","3.4386972","-76.5020678"
"Calle 43 | Carrera 24B","Calle 43","Carrera 24B","3.4382632","-76.5019302"
"Calle 43 | Carrera 25A","Calle 43","Carrera 25A","3.4365433","-76.5011845"
"Calle 43 | Carrera 25B","Calle 43","Carrera 25B","3.4363613","-76.5010189"
"Calle 43 | Carrera 25C","Calle 43","Carrera 25C","3.4361587","-76.5008344"
"Calle 43 | Carrera 25D","Calle 43","Carrera 25D","3.4359762","-76.5006683"
"Calle 43 | Carrera 29B","Calle 43","Carrera 29B","3.4197388","-76.4988563"
"Calle 43 | Carrera 29C","Calle 43","Carrera 29C","3.4195182","-76.4990965"
"Calle 43 | Carrera 29D","Calle 43","Carrera 29D","3.4192961","-76.4993241"
"Calle 43 | Carrera 3","Calle 43","Carrera 3","3.4630955","-76.5082179"
"Calle 43 | Carrera 30","Calle 43","Carrera 30","3.4190789","-76.49954"
"Calle 43 | Carrera 31","Calle 43","Carrera 31","3.4186761","-76.5000377"
"Calle 43 | Carrera 31A","Calle 43","Carrera 31A","3.4185985","-76.5001129"
"Calle 43 | Carrera 32","Calle 43","Carrera 32","3.4183314","-76.5003878"
"Calle 43 | Carrera 32A","Calle 43","Carrera 32A","3.4181505","-76.500574"
"Calle 43 | Carrera 32A Bis","Calle 43","Carrera 32A Bis","3.4179662","-76.5007586"
"Calle 43 | Carrera 32B","Calle 43","Carrera 32B","3.4177873","-76.5009403"
"Calle 43 | Carrera 33","Calle 43","Carrera 33","3.4174283","-76.5013052"
"Calle 43 | Carrera 35A","Calle 43","Carrera 35A","3.415623","-76.5028022"
"Calle 43 | Carrera 36","Calle 43","Carrera 36","3.4154417","-76.5030289"
"Calle 43 | Carrera 39","Calle 43","Carrera 39","3.4149787","-76.5038999"
"Calle 43 | Carrera 39B","Calle 43","Carrera 39B","3.4142909","-76.5046015"
"Calle 43 | Carrera 39C","Calle 43","Carrera 39C","3.413617","-76.5052787"
"Calle 43 | Carrera 39E","Calle 43","Carrera 39E","3.4132998","-76.5056161"
"Calle 43 | Carrera 4","Calle 43","Carrera 4","3.4624212","-76.5080925"
"Calle 43 | Carrera 40","Calle 43","Carrera 40","3.4129731","-76.5059515"
"Calle 43 | Carrera 40A","Calle 43","Carrera 40A","3.4126654","-76.5062675"
"Calle 43 | Carrera 41","Calle 43","Carrera 41","3.4123453","-76.5065961"
"Calle 43 | Carrera 41A","Calle 43","Carrera 41A","3.4120251","-76.5069249"
"Calle 43 | Carrera 41B","Calle 43","Carrera 41B","3.4115782","-76.5074062"
"Calle 43 | Carrera 41C","Calle 43","Carrera 41C","3.4112492","-76.5077544"
"Calle 43 | Carrera 41D","Calle 43","Carrera 41D","3.4109407","-76.508081"
"Calle 43 | Carrera 41E","Calle 43","Carrera 41E","3.4106219","-76.5084185"
"Calle 43 | Carrera 41F","Calle 43","Carrera 41F","3.4103021","-76.508757"
"Calle 43 | Carrera 41G","Calle 43","Carrera 41G","3.4099683","-76.5091104"
"Calle 43 | Carrera 41H","Calle 43","Carrera 41H","3.4096408","-76.5094571"
"Calle 43 | Carrera 42","Calle 43","Carrera 42","3.4093344","-76.5097814"
"Calle 43 | Carrera 42A","Calle 43","Carrera 42A","3.4090037","-76.5101313"
"Calle 43 | Carrera 42A 1","Calle 43","Carrera 42A 1","3.4086823","-76.5104602"
"Calle 43 | Carrera 42B","Calle 43","Carrera 42B","3.4082279","-76.5109244"
"Calle 43 | Carrera 42C","Calle 43","Carrera 42C","3.4078617","-76.5113113"
"Calle 43 | Carrera 42D","Calle 43","Carrera 42D","3.4075635","-76.5116265"
"Calle 43 | Carrera 43","Calle 43","Carrera 43","3.4072382","-76.5119702"
"Calle 43 | Carrera 43A","Calle 43","Carrera 43A","3.4069354","-76.5122902"
"Calle 43 | Carrera 43B","Calle 43","Carrera 43B","3.4066101","-76.512634"
"Calle 43 | Carrera 44","Calle 43","Carrera 44","3.4062907","-76.5129715"
"Calle 43 | Carrera 44A","Calle 43","Carrera 44A","3.4059904","-76.5132889"
"Calle 43 | Carrera 45","Calle 43","Carrera 45","3.4056875","-76.513609"
"Calle 43 | Carrera 46","Calle 43","Carrera 46","3.4052051","-76.5140722"
"Calle 43 | Carrera 46A","Calle 43","Carrera 46A","3.4048692","-76.514423"
"Calle 43 | Carrera 46B","Calle 43","Carrera 46B","3.4045641","-76.5147417"
"Calle 43 | Carrera 46C","Calle 43","Carrera 46C","3.4042529","-76.5150668"
"Calle 43 | Carrera 47","Calle 43","Carrera 47","3.4039397","-76.5153939"
"Calle 43 | Carrera 47A","Calle 43","Carrera 47A","3.403633","-76.5157143"
"Calle 43 | Carrera 47B","Calle 43","Carrera 47B","3.4033217","-76.5160394"
"Calle 43 | Carrera 47C","Calle 43","Carrera 47C","3.4029899","-76.5163861"
"Calle 43 | Carrera 48","Calle 43","Carrera 48","3.4026832","-76.5167064"
"Calle 43 | Carrera 48A","Calle 43","Carrera 48A","3.4023501","-76.5170543"
"Calle 43 | Carrera 48B","Calle 43","Carrera 48B","3.4020634","-76.5173539"
"Calle 43 | Carrera 49","Calle 43","Carrera 49","3.4017607","-76.51767"
"Calle 43 | Carrera 49A","Calle 43","Carrera 49A","3.4014363","-76.5180089"
"Calle 43 | Carrera 49B","Calle 43","Carrera 49B","3.4011271","-76.5183317"
"Calle 43 | Carrera 49C","Calle 43","Carrera 49C","3.4008343","-76.5186376"
"Calle 43 | Carrera 4A","Calle 43","Carrera 4A","3.4618854","-76.5079958"
"Calle 43 | Carrera 4B","Calle 43","Carrera 4B","3.4616185","-76.5079476"
"Calle 43 | Carrera 4E","Calle 43","Carrera 4E","3.4611429","-76.5078593"
"Calle 43 | Carrera 5","Calle 43","Carrera 5","3.4606856","-76.5077747"
"Calle 43 | Carrera 50","Calle 43","Carrera 50","3.4004155","-76.5190604"
"Calle 43 | Carrera 59","Calle 43","Carrera 59","3.3955021","-76.5166611"
"Calle 43 | Carrera 6","Calle 43","Carrera 6","3.4598874","-76.5076225"
"Calle 43 | Carrera 63","Calle 43","Carrera 63","3.3952506","-76.5169391"
"Calle 43 | Carrera 67","Calle 43","Carrera 67","3.3950036","-76.5172156"
"Calle 43 | Carrera 67A","Calle 43","Carrera 67A","3.3947444","-76.5174995"
"Calle 43 | Carrera 67B","Calle 43","Carrera 67B","3.3945424","-76.5177153"
"Calle 43 | Carrera 69","Calle 43","Carrera 69","3.3938292","-76.518476"
"Calle 43 | Carrera 69B","Calle 43","Carrera 69B","3.3935566","-76.5185845"
"Calle 43 | Carrera 70","Calle 43","Carrera 70","3.3922695","-76.5187309"
"Calle 43 | Carrera 70A","Calle 43","Carrera 70A","3.3919024","-76.5187786"
"Calle 43 | Carrera 72","Calle 43","Carrera 72","3.3910823","-76.5188772"
"Calle 43 | Carrera 73","Calle 43","Carrera 73","3.3906852","-76.5189291"
"Calle 43 | Carrera 83A","Calle 43","Carrera 83A","3.3851798","-76.5194554"
"Calle 43 | Carrera 83B 1","Calle 43","Carrera 83B 1","3.3848564","-76.5194721"
"Calle 43 | Carrera 83E","Calle 43","Carrera 83E","3.3826978","-76.5194897"
"Calle 43 | Carrera 84","Calle 43","Carrera 84","3.3823507","-76.5194596"
"Calle 43 Norte | Carrera 2 Norte","Calle 43 Norte","Carrera 2 Norte","3.4701446","-76.5110037"
"Calle 43 Norte | Carrera 3 Norte","Calle 43 Norte","Carrera 3 Norte","3.4704769","-76.5113903"
"Calle 43 Norte | Carrera 4 Norte","Calle 43 Norte","Carrera 4 Norte","3.4707285","-76.5118072"
"Calle 43 Norte | Carrera 5 Norte","Calle 43 Norte","Carrera 5 Norte","3.4714498","-76.5124571"
"Calle 43 Norte | Carrera 6 Norte","Calle 43 Norte","Carrera 6 Norte","3.4721668","-76.5130688"
"Calle 43 Norte | Carrera 7 Norte","Calle 43 Norte","Carrera 7 Norte","3.4727124","-76.5135154"
"Calle 43 Norte | Carrera 8 Norte","Calle 43 Norte","Carrera 8 Norte","3.4732429","-76.5139543"
"Calle 43A | Carrera 13","Calle 43A","Carrera 13","3.44613","-76.5036203"
"Calle 43A | Carrera 14","Calle 43A","Carrera 14","3.4455058","-76.5036323"
"Calle 43A | Carrera 15","Calle 43A","Carrera 15","3.4445264","-76.5036682"
"Calle 43A | Carrera 15A","Calle 43A","Carrera 15A","3.4439397","-76.5036444"
"Calle 43A | Carrera 16","Calle 43A","Carrera 16","3.4434603","-76.5036228"
"Calle 43A | Carrera 28D","Calle 43A","Carrera 28D","3.4304754","-76.5037703"
"Calle 43A | Carrera 28D 1","Calle 43A","Carrera 28D 1","3.4299834","-76.5040442"
"Calle 43A | Carrera 28E","Calle 43A","Carrera 28E","3.4291616","-76.5043481"
"Calle 43A | Carrera 28E 1","Calle 43A","Carrera 28E 1","3.4283543","-76.5047425"
"Calle 43A | Carrera 29B","Calle 43A","Carrera 29B","3.4194364","-76.4985735"
"Calle 43A | Carrera 29C","Calle 43A","Carrera 29C","3.41921","-76.4988078"
"Calle 43A | Carrera 29D","Calle 43A","Carrera 29D","3.418992","-76.4990337"
"Calle 43A | Carrera 30","Calle 43A","Carrera 30","3.4187792","-76.4992586"
"Calle 43A | Carrera 31A","Calle 43A","Carrera 31A","3.4182627","-76.4998698"
"Calle 43A | Carrera 32A","Calle 43A","Carrera 32A","3.4178619","-76.5002895"
"Calle 43A | Carrera 33B","Calle 43A","Carrera 33B","3.4160572","-76.5014729"
"Calle 43A | Carrera 34","Calle 43A","Carrera 34","3.4157292","-76.5018732"
"Calle 43A | Carrera 35","Calle 43A","Carrera 35","3.4154225","-76.5022475"
"Calle 43A | Carrera 35A","Calle 43A","Carrera 35A","3.4151934","-76.5025271"
"Calle 43A | Carrera 39","Calle 43A","Carrera 39","3.4146156","-76.5035535"
"Calle 43A | Carrera 39B","Calle 43A","Carrera 39B","3.4139421","-76.5042501"
"Calle 43A | Carrera 39C","Calle 43A","Carrera 39C","3.4133331","-76.5048709"
"Calle 43A | Carrera 50","Calle 43A","Carrera 50","3.3958403","-76.5155018"
"Calle 43A | Carrera 59","Calle 43A","Carrera 59","3.3950998","-76.516301"
"Calle 43A Norte | Carrera 4 Norte","Calle 43A Norte","Carrera 4 Norte","3.4710425","-76.5114665"
"Calle 43A Norte | Carrera 5 Norte","Calle 43A Norte","Carrera 5 Norte","3.4717722","-76.5120963"
"Calle 43A Norte | Carrera 6 Norte","Calle 43A Norte","Carrera 6 Norte","3.4724709","-76.5127131"
"Calle 43A Norte | Carrera 7 Norte","Calle 43A Norte","Carrera 7 Norte","3.4730091","-76.5131679"
"Calle 43A Norte | Carrera 8 Norte","Calle 43A Norte","Carrera 8 Norte","3.4736076","-76.5136853"
"Calle 44 | Calle 44 Norte","Calle 44","Calle 44 Norte","3.4703589","-76.5104583"
"Calle 44 | Calle 72P","Calle 44","Calle 72P","3.4194366","-76.4976728"
"Calle 44 | Carrera 1","Calle 44","Carrera 1","3.470072","-76.5101693"
"Calle 44 | Carrera 10","Calle 44","Carrera 10","3.4516717","-76.5049162"
"Calle 44 | Carrera 104","Calle 44","Carrera 104","3.3617963","-76.517712"
"Calle 44 | Carrera 108","Calle 44","Carrera 108","3.3596094","-76.5178636"
"Calle 44 | Carrera 109","Calle 44","Carrera 109","3.3587022","-76.5179331"
"Calle 44 | Carrera 11","Calle 44","Carrera 11","3.4505433","-76.5046326"
"Calle 44 | Carrera 111","Calle 44","Carrera 111","3.3569861","-76.5183427"
"Calle 44 | Carrera 112","Calle 44","Carrera 112","3.3561739","-76.5183882"
"Calle 44 | Carrera 113","Calle 44","Carrera 113","3.3551178","-76.5184689"
"Calle 44 | Carrera 115","Calle 44","Carrera 115","3.3542703","-76.5185165"
"Calle 44 | Carrera 11D","Calle 44","Carrera 11D","3.4496547","-76.5043957"
"Calle 44 | Carrera 11F","Calle 44","Carrera 11F","3.4492386","-76.5042833"
"Calle 44 | Carrera 11G","Calle 44","Carrera 11G","3.4488252","-76.5041744"
"Calle 44 | Carrera 12","Calle 44","Carrera 12","3.4483352","-76.5039395"
"Calle 44 | Carrera 120","Calle 44","Carrera 120","3.3465614","-76.5201343"
"Calle 44 | Carrera 121","Calle 44","Carrera 121","3.3453523","-76.5197294"
"Calle 44 | Carrera 121A","Calle 44","Carrera 121A","3.3447847","-76.5195343"
"Calle 44 | Carrera 122","Calle 44","Carrera 122","3.3435982","-76.5191378"
"Calle 44 | Carrera 12A","Calle 44","Carrera 12A","3.4478396","-76.5039444"
"Calle 44 | Carrera 12B","Calle 44","Carrera 12B","3.4474358","-76.5038419"
"Calle 44 | Carrera 12C","Calle 44","Carrera 12C","3.4469508","-76.5037099"
"Calle 44 | Carrera 12E","Calle 44","Carrera 12E","3.4466458","-76.5034955"
"Calle 44 | Carrera 13","Calle 44","Carrera 13","3.4461145","-76.503487"
"Calle 44 | Carrera 14","Calle 44","Carrera 14","3.445458","-76.5033353"
"Calle 44 | Carrera 15","Calle 44","Carrera 15","3.4442967","-76.5028874"
"Calle 44 | Carrera 15A","Calle 44","Carrera 15A","3.4437996","-76.5027519"
"Calle 44 | Carrera 16","Calle 44","Carrera 16","3.4433392","-76.5027451"
"Calle 44 | Carrera 17C","Calle 44","Carrera 17C","3.4429209","-76.5026123"
"Calle 44 | Carrera 18","Calle 44","Carrera 18","3.4424015","-76.5024317"
"Calle 44 | Carrera 19","Calle 44","Carrera 19","3.4418639","-76.5022447"
"Calle 44 | Carrera 1D","Calle 44","Carrera 1D","3.4693315","-76.5094486"
"Calle 44 | Carrera 1D 1","Calle 44","Carrera 1D 1","3.4686696","-76.5091533"
"Calle 44 | Carrera 1D 2","Calle 44","Carrera 1D 2","3.4680895","-76.5090113"
"Calle 44 | Carrera 1E","Calle 44","Carrera 1E","3.4676741","-76.5089098"
"Calle 44 | Carrera 1H","Calle 44","Carrera 1H","3.4661714","-76.5086419"
"Calle 44 | Carrera 2","Calle 44","Carrera 2","3.4654987","-76.5084475"
"Calle 44 | Carrera 20","Calle 44","Carrera 20","3.4413495","-76.5020657"
"Calle 44 | Carrera 22","Calle 44","Carrera 22","3.4408595","-76.5018953"
"Calle 44 | Carrera 23","Calle 44","Carrera 23","3.4403235","-76.5017088"
"Calle 44 | Carrera 24","Calle 44","Carrera 24","3.43943","-76.5013726"
"Calle 44 | Carrera 24A","Calle 44","Carrera 24A","3.4389898","-76.5012096"
"Calle 44 | Carrera 24B","Calle 44","Carrera 24B","3.4384898","-76.5008699"
"Calle 44 | Carrera 24C","Calle 44","Carrera 24C","3.4382282","-76.5009279"
"Calle 44 | Carrera 24D","Calle 44","Carrera 24D","3.4378335","-76.5007814"
"Calle 44 | Carrera 25","Calle 44","Carrera 25","3.4373832","-76.5006148"
"Calle 44 | Carrera 25A","Calle 44","Carrera 25A","3.4368062","-76.5003962"
"Calle 44 | Carrera 25C","Calle 44","Carrera 25C","3.4365927","-76.5003107"
"Calle 44 | Carrera 26","Calle 44","Carrera 26","3.436175","-76.5001237"
"Calle 44 | Carrera 26J","Calle 44","Carrera 26J","3.4360539","-76.5001511"
"Calle 44 | Carrera 26K","Calle 44","Carrera 26K","3.4356435","-76.5003781"
"Calle 44 | Carrera 26L","Calle 44","Carrera 26L","3.435228","-76.5005876"
"Calle 44 | Carrera 26M","Calle 44","Carrera 26M","3.4348423","-76.5007772"
"Calle 44 | Carrera 26M 1","Calle 44","Carrera 26M 1","3.4343755","-76.5010137"
"Calle 44 | Carrera 26M 2","Calle 44","Carrera 26M 2","3.4339584","-76.5012176"
"Calle 44 | Carrera 26P","Calle 44","Carrera 26P","3.4335478","-76.5014358"
"Calle 44 | Carrera 27","Calle 44","Carrera 27","3.4331372","-76.5016526"
"Calle 44 | Carrera 27A","Calle 44","Carrera 27A","3.4326193","-76.5019214"
"Calle 44 | Carrera 28","Calle 44","Carrera 28","3.4322207","-76.5021246"
"Calle 44 | Carrera 28A","Calle 44","Carrera 28A","3.4317729","-76.5023534"
